Participant,Practice,Block,Trial,Ratio,Position,Orientation,Answer,CompletionTime,ParticipantAngle,TaskCompletionTime
3,true,0,0,0.68,1,vertical,72,9.726823,164.8464,10712.09
3,false,1,0,0.18,2,vertical,15,17.67498,171.1505,17681.5
3,false,1,1,0.58,1,vertical,55,11.90435,164.8499,11907.14
3,false,1,2,0.68,2,vertical,75,9.956818,171.1618,9963.582
3,false,1,3,0.38,0,vertical,41,11.81171,87.54503,12599.33
3,false,1,4,0.88,1,vertical,90,9.394424,164.7186,9404.938
3,false,1,5,0.88,0,vertical,92,9.660446,89.30919,10377.14
3,false,1,6,0.48,2,vertical,47,8.439499,171.1266,8790.156
3,false,1,7,0.38,2,vertical,42,6.172592,171.1731,6177.539
3,false,1,8,0.68,0,vertical,72,12.38466,89.42627,12989.84
3,false,1,9,0.68,1,vertical,71,13.40214,164.4244,13884.16
3,false,1,10,0.78,1,vertical,77,18.01918,164.5104,18028.14
3,false,1,11,0.88,2,vertical,82,10.01604,170.9999,10019.08
3,false,1,12,0.58,2,vertical,55,6.13797,171.1403,6144.172
3,false,1,13,0.58,0,vertical,54,9.993866,86.49462,10689.22
3,false,1,14,0.78,0,vertical,77,10.77266,89.17051,10778.8
3,false,1,15,0.18,1,vertical,20,16.74072,164.4294,17245.84
3,false,1,16,0.48,0,vertical,47,6.712997,94.08135,7427.828
3,false,1,17,0.28,1,vertical,25,11.42033,164.1774,11896.22
3,false,1,18,0.78,2,vertical,76,11.7598,170.8802,11761.69
3,false,1,19,0.48,1,vertical,49,11.431,164.3164,11437.88
3,false,1,20,0.18,0,vertical,19,12.23152,94.44669,12844.97
3,false,1,21,0.38,1,vertical,32,18.40817,164.5366,18776.66
3,false,1,22,0.28,0,vertical,25,10.71234,90.28603,11370.84
3,false,1,23,0.28,2,vertical,25,9.575256,170.9169,9896.219
3,true,0,0,0.28,2,horizontal,25,25.66595,170.8324,25668.5
3,false,2,0,0.48,2,horizontal,33,12.95654,170.7392,12957.25
3,false,2,1,0.78,0,horizontal,77,12.31357,78.34988,13057.03
3,false,2,2,0.18,1,horizontal,10,12.53723,163.4375,12957
3,false,2,3,0.48,0,horizontal,48,7.010773,79.62944,7662.406
3,false,2,4,0.48,1,horizontal,53,12.07703,163.2191,12588.47
3,false,2,5,0.68,0,horizontal,72,11.77646,78.62046,12443.88
3,false,2,6,0.58,0,horizontal,56,12.92157,85.91615,12922.91
3,false,2,7,0.18,2,horizontal,17,20.53198,170.9281,21043.75
3,false,2,8,0.78,2,horizontal,85,16.03885,170.8096,16040.19
3,false,2,9,0.38,1,horizontal,45,5.355743,164.0736,5361.375
3,false,2,10,0.68,1,horizontal,69,19.93808,164.0636,19948.97
3,false,2,11,0.78,1,horizontal,76,10.19226,164.0635,10198.63
3,false,2,12,0.58,1,horizontal,55,9.474884,164.047,9482.656
3,false,2,13,0.38,2,horizontal,25,7.739136,170.8569,7742
3,false,2,14,0.28,0,horizontal,25,10.56366,80.6857,11280.09
3,false,2,15,0.58,2,horizontal,53,6.467651,170.6319,7037.344
3,false,2,16,0.68,2,horizontal,69,11.90784,170.6189,11918
3,false,2,17,0.38,0,horizontal,35,13.23688,80.34434,13973.44
3,false,2,18,0.18,0,horizontal,21,8.012207,79.67382,8019.75
3,false,2,19,0.88,2,horizontal,91,11.28619,170.8004,11974
3,false,2,20,0.28,2,horizontal,21,9.826721,170.7512,9829.438
3,false,2,21,0.88,0,horizontal,86,15.80219,80.10863,16464.31
3,false,2,22,0.28,1,horizontal,25,8.338379,163.1685,8991.75
3,false,2,23,0.88,1,horizontal,82,6.841064,163.2202,6847.125
